work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Industry Sector,Top Skills Required,Certifications Preferred,Educational Requirements,Job Demand Trends,Career Progression Path,Job Posting Sources,Work-Life Balance Score,Job Satisfaction Rating,Job Growth Rate (%),Security Clearance Required,Primary Cybersecurity Domain,Remote Work Availability,Bonus Eligibility
2021,SE,FT,Cloud Security Engineer,120000,USD,120000,US,100,US,M,Technology,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.310827373,3.969258912,13.83,Top Secret,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,146000,USD,146000,US,100,US,L,Technology,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.525063411,4.967542673,12.41,Top Secret,Cloud Security,Yes,Yes
2022,EN,FT,Digital Forensics Analyst,108000,CAD,84524,CA,50,CA,L,Government,General Security Knowledge,OSCP,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.880352502,2.905778311,13.74,Yes,Identity Management,Hybrid,Yes
2022,EN,FT,Application Security Analyst,71500,CAD,55958,CA,0,CA,L,Retail,General Security Knowledge,OSCP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,2.600268942,3.959649047,24.37,No,Network Security,No,Yes
2022,EX,FT,Chief Information Security Officer,12000,GBP,15209,GB,100,GB,M,Retail,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.470704987,4.650955786,21.53,No,Governance & Compliance,Yes,Yes
2022,EN,FT,Cyber Threat Analyst,60000,USD,60000,US,100,US,M,Healthcare,General Security Knowledge,CISM,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.898130389,3.860981979,9.63,Yes,Application Security,Yes,Yes
2022,SE,FT,Vulnerability Management Engineer,175000,USD,175000,US,100,US,L,Education,General Security Knowledge,OSCP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.583109814,4.10059772,9.35,Yes,Cloud Security,Yes,No
2022,SE,FT,Cyber Security Architect,160000,USD,160000,US,100,US,L,Technology,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.528924781,2.963777105,7.46,No,Cloud Security,Yes,No
2022,SE,CT,Application Security Engineer,200000,USD,200000,BR,100,CA,L,Technology,General Security Knowledge,CEH,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.596866191,4.655051139,21.51,Top Secret,Cloud Security,Yes,No
2022,MI,FT,Infrastructure Security Engineer,130000,USD,130000,US,100,US,M,Retail,General Security Knowledge,CISSP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.126901961,3.242777674,24.11,No,Cloud Security,Yes,Yes
2021,SE,FT,Incident Response Analyst,150000,AUD,112575,AU,100,AU,L,Technology,General Security Knowledge,AWS Security,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.87483492,4.61909379,11.63,Yes,Network Security,Yes,Yes
2021,EN,FT,Cyber Security Analyst,84300,USD,84300,US,100,US,L,Technology,"Firewall Management, Network Security, Cryptography",AWS Security,Certification Only,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,2.893575884,4.815653975,5.52,No,Network Security,Yes,Yes
2022,EN,FT,Penetration Testing Engineer,50000,USD,50000,US,100,US,S,Government,General Security Knowledge,OSCP,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.284476748,3.872674642,7.05,No,Cloud Security,Yes,Yes
2022,EN,FT,Incident Response Analyst,85000,USD,85000,US,100,US,L,Technology,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.778604127,4.711694822,29.2,No,Identity Management,Yes,Yes
2022,MI,FT,Information Security Manager,171200,USD,171200,US,100,US,L,Retail,General Security Knowledge,CISSP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.801094499,4.363437303,12.39,Secret,Governance & Compliance,Yes,No
2021,MI,FT,Information Security Analyst,66000,USD,66000,US,100,US,L,Consulting,General Security Knowledge,CISSP,Master’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,2.500416931,2.90973937,24.23,No,Network Security,Yes,Yes
2022,EX,FT,Head of Security,270000,USD,270000,US,50,US,L,Healthcare,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.962238261,3.939600071,20.62,No,Network Security,Hybrid,Yes
2022,MI,FT,Information Security Analyst,84583,USD,84583,US,0,US,L,Government,General Security Knowledge,CEH,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.53450438,4.081475955,14.55,No,Network Security,No,Yes
2021,EN,FT,Security Analyst,70000,USD,70000,US,0,US,L,Consulting,"SOC Analysis, Threat Intelligence, SIEM",CISM,PhD,Decreasing,IT Support → Security Analyst → Security Engineer,ZipRecruiter,2.642274412,2.836915535,10.14,No,Network Security,No,Yes
2022,EN,FT,Penetration Tester,63000,USD,63000,US,50,US,L,Healthcare,General Security Knowledge,CEH,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.364116666,4.808073212,8.03,Top Secret,Application Security,Hybrid,Yes
2022,SE,FT,Information Security Manager,57000,EUR,60991,NL,100,NL,L,Consulting,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.309888367,2.938076916,20.38,Secret,Governance & Compliance,Yes,Yes
2021,MI,FT,Azure Security Engineer,56400,GBP,77576,GB,100,GB,L,Government,General Security Knowledge,AWS Security,PhD,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.684870135,3.844084412,24.37,Yes,Cloud Security,Yes,Yes
2022,SE,FT,IT Security Manager,950000,SEK,96806,SE,0,SE,L,Government,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.806985843,3.569930694,21.1,Yes,Governance & Compliance,No,Yes
2022,EN,FT,IT Security Manager,110000,USD,110000,US,50,US,M,Finance,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.735136683,2.803941548,18.26,Yes,Governance & Compliance,Hybrid,No
2021,EN,FT,Cyber Security Analyst,53000,USD,53000,US,50,US,M,Consulting,"Firewall Management, Network Security, Cryptography",CISM,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.378976528,3.835337541,6.05,Yes,Network Security,Hybrid,Yes
2021,EN,FT,SOC Analyst,55000,USD,55000,US,50,US,S,Consulting,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.545567708,4.664353085,29.21,No,Network Security,Hybrid,No
2021,SE,FT,Security Analyst,180000,USD,180000,US,100,US,L,Consulting,"SOC Analysis, Threat Intelligence, SIEM",OSCP,Master’s,Decreasing,IT Support → Security Analyst → Security Engineer,Indeed,4.058758756,4.926813291,24.97,Yes,Network Security,Yes,Yes
2022,SE,FT,Threat Hunting Lead,61000,USD,61000,HU,50,HU,L,Education,General Security Knowledge,OSCP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.663657344,3.920136521,12.32,No,Application Security,Hybrid,Yes
2022,MI,FT,Security Specialist,55000,GBP,69712,GB,50,GB,S,Education,General Security Knowledge,CISSP,Master’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.085402269,3.160684267,29.5,No,Risk Management,Hybrid,Yes
2021,MI,FT,Cyber Threat Analyst,84000,EUR,99292,DE,50,DE,L,Healthcare,General Security Knowledge,CEH,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.622294563,4.212946318,20.05,No,Identity Management,Hybrid,Yes
2022,MI,FT,Information Security Officer,2202,USD,2202,ET,0,ET,L,Healthcare,General Security Knowledge,CISM,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.383820687,2.572688184,19.56,Yes,Network Security,No,Yes
2022,EN,FT,Information Security Specialist,70000,CAD,54784,CA,100,CA,L,Finance,General Security Knowledge,CISSP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.647788596,3.772316863,23.7,No,Governance & Compliance,Yes,No
2022,SE,FT,Information Security Specialist,106000,USD,106000,US,100,US,L,Technology,General Security Knowledge,CEH,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.152461836,3.350223125,25.29,No,Governance & Compliance,Yes,No
2021,MI,FT,SOC Analyst,56000,GBP,77026,GB,100,GB,L,Healthcare,General Security Knowledge,OSCP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.785939355,4.219629488,21.41,Yes,Network Security,Yes,Yes
2022,MI,FT,Cyber Security Engineer,98000,USD,98000,US,100,US,L,Retail,General Security Knowledge,CISM,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.536612914,3.672705729,8.2,Top Secret,Cloud Security,Yes,Yes
2020,SE,FT,Cyber Threat Analyst,125000,USD,125000,US,50,US,L,Education,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.012174421,3.316718624,13.46,Yes,Cloud Security,Hybrid,No
2022,SE,FT,Cyber Security Engineer,1500000,INR,19445,IN,0,IN,S,Education,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.695124883,2.686263094,28.2,No,Cloud Security,No,Yes
2021,SE,FT,Information Security Manager,50000,EUR,59102,IT,100,IT,S,Finance,General Security Knowledge,OSCP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.754541486,2.509416145,10.62,Secret,Governance & Compliance,Yes,Yes
2022,MI,FT,Incident Response Analyst,160000,USD,160000,US,100,US,L,Consulting,General Security Knowledge,AWS Security,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.562465218,3.296285154,14.3,No,Identity Management,Yes,Yes
2022,SE,FT,Security Analyst,467000,MXN,23029,MX,100,MX,L,Government,"SOC Analysis, Threat Intelligence, SIEM",AWS Security,Bachelor’s,Decreasing,IT Support → Security Analyst → Security Engineer,Company Website,3.43783407,3.093206042,15.8,No,Network Security,Yes,No
2022,EX,FT,Chief Information Security Officer,102500,EUR,109678,DE,100,DE,M,Government,General Security Knowledge,OSCP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.675677112,4.15204489,15.99,No,Application Security,Yes,No
2022,SE,FT,Penetration Testing Engineer,150000,USD,150000,US,100,US,M,Finance,General Security Knowledge,AWS Security,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.12226185,2.711411149,20.32,Yes,Cloud Security,Yes,Yes
2022,EN,FT,IT Security Analyst,76000,USD,76000,US,50,US,L,Finance,"Vulnerability Assessment, Penetration Testing, IDS/IPS",CEH,Master’s,Increasing,System Admin → IT Security Analyst → Security Architect,LinkedIn,4.021428278,4.17072171,28.58,Yes,Network Security,Hybrid,No
2022,SE,FT,Security Researcher,480000,ILS,145340,IL,50,IL,M,Education,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.025900419,4.409669156,11.02,Yes,Identity Management,Hybrid,No
2021,EX,FT,Chief Information Security Officer,310000,USD,310000,US,50,US,L,Education,General Security Knowledge,OSCP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.77321791,4.400376777,8.04,Yes,Governance & Compliance,Hybrid,Yes
2022,MI,FT,Information Security Analyst,46000,GBP,58304,GB,100,GB,L,Consulting,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.749114225,2.788130914,9.94,No,Network Security,Yes,Yes
2022,MI,FT,Cyber Security Specialist,65000,EUR,69552,NL,50,NL,L,Education,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.23488484,3.425295977,27.17,No,Identity Management,Hybrid,Yes
2022,MI,FT,Incident Response Analyst,155000,CAD,121307,CA,100,US,L,Technology,General Security Knowledge,CEH,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.835980376,2.672595463,21.15,Yes,Network Security,Yes,No
2021,MI,FT,Incident Response Manager,99980,USD,99980,US,100,US,L,Education,General Security Knowledge,AWS Security,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.874787994,4.246952842,12.15,No,Cloud Security,Yes,Yes
2021,MI,FT,Cyber Threat Analyst,145000,USD,145000,US,100,US,L,Healthcare,General Security Knowledge,CEH,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.222320025,4.21929129,25.4,No,Application Security,Yes,No
2022,EN,FT,Cyber Security Specialist,79000,USD,79000,US,50,US,M,Education,General Security Knowledge,OSCP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.299303348,3.462271072,26.53,No,Identity Management,Hybrid,Yes
2021,MI,FT,Incident Response Lead,120000,USD,120000,US,100,US,L,Retail,General Security Knowledge,CISSP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.518389953,3.845501143,26.16,No,Network Security,Yes,No
2022,EX,FT,Head of Security,210000,USD,210000,US,100,US,L,Technology,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.421439548,2.831715811,27.97,No,Application Security,Yes,Yes
2022,MI,FT,Cyber Threat Intelligence Analyst,125000,USD,125000,US,100,US,M,Technology,General Security Knowledge,AWS Security,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.286938439,3.24196143,11.31,Yes,Application Security,Yes,Yes
2022,SE,FT,Security Analyst,115000,USD,115000,US,100,US,L,Retail,"SOC Analysis, Threat Intelligence, SIEM",AWS Security,PhD,Stable,IT Support → Security Analyst → Security Engineer,Indeed,3.518481453,4.186747628,23.88,No,Network Security,Yes,No
2021,SE,FT,Incident Response Lead,225000,USD,225000,US,100,US,L,Consulting,General Security Knowledge,CISSP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.878056082,2.586133338,16.51,No,Application Security,Yes,No
2022,SE,FT,Cyber Security Engineer,38000,EUR,40661,ES,100,ES,M,Technology,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,2.518786893,3.690527268,26.05,No,Cloud Security,Yes,No
2022,EN,FT,SOC Analyst,52000,CAD,40696,CA,100,CA,L,Retail,General Security Knowledge,AWS Security,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.593294362,3.276403627,23.21,No,Network Security,Yes,Yes
2022,EX,FT,Chief Information Security Officer,250000,EUR,267508,IT,50,IT,L,Technology,General Security Knowledge,CEH,PhD,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.54604602,3.696802936,24.41,No,Cloud Security,Hybrid,No
2022,SE,FT,Detection Engineer,710000,GBP,899920,GB,100,GB,L,Government,General Security Knowledge,CISSP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.299962511,4.922879083,21.4,Yes,Governance & Compliance,Yes,Yes
2022,EX,FT,Information Security Manager,153000,USD,153000,US,100,US,L,Technology,General Security Knowledge,CISM,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.52576438,2.67718521,9.44,Top Secret,Governance & Compliance,Yes,Yes
2020,MI,FT,Incident Response Lead,38000,EUR,43338,IE,100,IE,L,Education,General Security Knowledge,CISM,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,3.878315664,4.621045632,18.63,Yes,Application Security,Yes,Yes
2022,SE,FT,Corporate Security Engineer,180000,USD,180000,US,100,US,M,Healthcare,General Security Knowledge,OSCP,Master’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.737912954,4.130454495,29.62,Yes,Cloud Security,Yes,Yes
2021,MI,FT,Cyber Threat Intelligence Analyst,120000,USD,120000,US,100,US,L,Healthcare,General Security Knowledge,CISM,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,2.677775281,4.913221056,28.43,Yes,Identity Management,Yes,Yes
2022,MI,FT,Cyber Security Analyst,107000,USD,107000,US,100,US,L,Consulting,"Firewall Management, Network Security, Cryptography",CEH,Bachelor’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,3.690869744,3.244392849,6.08,No,Network Security,Yes,No
2022,SE,FT,Security Engineering Manager,20000,USD,20000,PK,0,PK,L,Retail,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.557171731,2.593738747,9.12,Top Secret,Cloud Security,No,Yes
2022,EN,FT,Cyber Security Analyst,65000,USD,65000,US,100,US,L,Education,"Firewall Management, Network Security, Cryptography",CISM,PhD,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,3.112757093,4.061143023,8.29,Yes,Network Security,Yes,No
2021,SE,FT,Penetration Tester,150000,USD,150000,CA,100,CA,S,Retail,General Security Knowledge,CISM,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.564114295,4.422868811,23.15,Yes,Application Security,Yes,Yes
2022,SE,FT,Security Analyst,57000,GBP,72247,GB,100,GB,L,Technology,"SOC Analysis, Threat Intelligence, SIEM",AWS Security,Master’s,Decreasing,IT Support → Security Analyst → Security Engineer,Indeed,2.699501646,4.567875836,25.44,Yes,Network Security,Yes,Yes
2021,SE,FT,Security Engineering Manager,305000,USD,305000,US,100,US,L,Retail,General Security Knowledge,OSCP,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.518420481,4.535335688,10.34,Top Secret,Cloud Security,Yes,Yes
2022,SE,FT,Security Researcher,500000,USD,500000,US,100,US,L,Education,General Security Knowledge,Security+,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.056094316,3.595954709,17.65,No,Risk Management,Yes,No
2021,SE,FT,Information Systems Security Engineer,125000,USD,125000,US,100,US,L,Technology,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.640187135,2.791020877,26.02,Secret,Cloud Security,Yes,No
2022,EN,FT,Cyber Threat Intelligence Analyst,51000,GBP,64642,GB,50,GB,L,Finance,General Security Knowledge,CEH,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.911631416,3.413048428,23.32,Yes,Risk Management,Hybrid,No
2021,SE,FT,Staff Security Engineer,140000,USD,140000,US,50,US,L,Healthcare,General Security Knowledge,Security+,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.094906627,3.973269962,18.56,Secret,Cloud Security,Hybrid,No
2022,SE,FT,Information Security Architect,297000,USD,297000,US,50,US,L,Finance,General Security Knowledge,Security+,PhD,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.164615442,3.547745605,19.76,No,Cloud Security,Hybrid,Yes
2021,MI,FT,Information Security Analyst,46560,USD,46560,US,100,US,L,Technology,General Security Knowledge,CEH,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.978007024,3.295968411,17.71,No,Network Security,Yes,Yes
2022,SE,FT,Cyber Security Analyst,96000,USD,96000,US,100,US,L,Government,"Firewall Management, Network Security, Cryptography",CISSP,Bachelor’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,4.771342514,4.883311278,12.44,Yes,Network Security,Yes,No
2022,SE,FT,Penetration Tester,130000,USD,130000,US,100,US,L,Government,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.013057716,4.285385647,19.13,Yes,Application Security,Yes,Yes
2022,SE,FT,Information Security Manager,100000,GBP,126749,GB,100,NO,L,Technology,General Security Knowledge,OSCP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.892050306,3.658672149,22.22,No,Governance & Compliance,Yes,Yes
2021,SE,FT,Security Engineering Manager,71500,GBP,98346,GB,100,NO,L,Government,General Security Knowledge,AWS Security,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.945861306,4.556925866,26.83,Yes,Cloud Security,Yes,Yes
2021,SE,CT,Cyber Security Specialist,260000,PLN,67307,PL,100,PL,S,Education,General Security Knowledge,OSCP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.8933212,3.274903826,20.91,No,Network Security,Yes,Yes
2022,EN,FT,Cyber Threat Intelligence Analyst,36500,EUR,39056,FR,50,FR,L,Technology,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.622955569,4.540457879,24.03,Yes,Cloud Security,Hybrid,Yes
2022,SE,FT,Security Researcher,82000,EUR,87742,DE,100,US,L,Retail,General Security Knowledge,CEH,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.18735915,3.009823145,9.0,Yes,Risk Management,Yes,Yes
2022,SE,FT,Cyber Security Analyst,129000,USD,129000,US,100,US,L,Retail,"Firewall Management, Network Security, Cryptography",CISSP,Certification Only,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,4.473178756,3.638165697,16.54,No,Network Security,Yes,Yes
2022,SE,FT,Cyber Security Engineer,155000,USD,155000,US,100,US,L,Technology,General Security Knowledge,CEH,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.374538,3.906295139,5.23,Secret,Cloud Security,Yes,Yes
2021,SE,FT,Cyber Security Architect,125000,USD,125000,US,100,US,L,Education,General Security Knowledge,CISM,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.762713219,3.586462602,11.17,No,Cloud Security,Yes,Yes
2020,EN,FT,SOC Analyst,73000,USD,73000,US,0,US,M,Consulting,General Security Knowledge,OSCP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.794885445,4.811540763,23.16,No,Network Security,No,Yes
2021,SE,FT,Cyber Security Engineer,170000,USD,170000,US,100,US,L,Education,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.471953271,4.890068181,29.8,Secret,Cloud Security,Yes,No
2022,SE,FT,Security Engineer,160000,USD,160000,US,100,US,L,Finance,General Security Knowledge,AWS Security,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.947179714,2.554784846,7.48,No,Cloud Security,Yes,Yes
2022,EN,FT,Cyber Security Analyst,70000,USD,70000,US,100,US,M,Healthcare,"Firewall Management, Network Security, Cryptography",CEH,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,2.782870242,4.872691086,15.04,Yes,Network Security,Yes,Yes
2021,MI,FT,Information Security Analyst,98000,USD,98000,US,100,US,L,Consulting,General Security Knowledge,CISSP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.848298828,3.107644437,25.0,No,Network Security,Yes,No
2022,SE,FT,Cyber Threat Intelligence Analyst,143000,USD,143000,US,100,US,L,Healthcare,General Security Knowledge,CISSP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.991788979,2.952609071,10.1,No,Governance & Compliance,Yes,Yes
2021,MI,FT,Security Engineer,83500,USD,83500,US,0,US,L,Education,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.729715978,2.837914314,18.88,Top Secret,Cloud Security,No,Yes
2022,MI,FT,Security Operations Analyst,120000,USD,120000,US,100,US,L,Technology,General Security Knowledge,AWS Security,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.250411772,4.187945337,23.33,Yes,Cloud Security,Yes,No
2022,MI,FT,Security Engineer,120000,USD,120000,US,100,US,M,Technology,General Security Knowledge,CISM,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.968001069,2.807266325,20.4,No,Cloud Security,Yes,Yes
2022,MI,FT,Cyber Security Analyst,20100,USD,20100,CR,100,US,L,Healthcare,"Firewall Management, Network Security, Cryptography",Security+,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.770943253,4.340438672,9.7,Yes,Network Security,Yes,No
2022,EX,FT,Security Researcher,240000,USD,240000,US,100,US,L,Government,General Security Knowledge,CISSP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.919189987,2.689807563,13.88,No,Governance & Compliance,Yes,No
2021,MI,FT,Cyber Threat Intelligence Analyst,97000,USD,97000,US,100,US,L,Retail,General Security Knowledge,CISM,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.644362139,3.097426279,24.59,Yes,Network Security,Yes,Yes
2022,SE,FT,Threat Intelligence Response Analyst,220000,USD,220000,US,100,US,L,Government,General Security Knowledge,CISSP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.869406537,4.746312368,18.86,Yes,Cloud Security,Yes,Yes
2022,EX,FT,Cyber Threat Intelligence Analyst,287500,USD,287500,US,50,US,L,Healthcare,General Security Knowledge,AWS Security,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.463693533,3.557858898,5.13,No,Governance & Compliance,Hybrid,Yes
2022,SE,FT,Penetration Tester,150000,USD,150000,US,100,US,M,Healthcare,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.471761655,4.520522074,24.02,Secret,Application Security,Yes,Yes
2021,SE,FT,Cyber Security Engineer,120000,USD,120000,US,100,US,L,Education,General Security Knowledge,Security+,PhD,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.381242316,3.848543808,5.88,Secret,Cloud Security,Yes,Yes
2021,SE,FT,Threat Intelligence Analyst,157000,USD,157000,US,100,US,L,Healthcare,General Security Knowledge,CISSP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.033259759,2.700223653,23.64,Yes,Governance & Compliance,Yes,Yes
2021,SE,FT,Threat Intelligence Analyst,208000,USD,208000,JP,100,US,L,Retail,General Security Knowledge,CISSP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.792552115,3.57890749,10.06,No,Network Security,Yes,Yes
2022,SE,FT,Security Specialist,100500,USD,100500,US,100,US,L,Healthcare,General Security Knowledge,CISSP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.777033944,4.602482317,28.95,Yes,Risk Management,Yes,Yes
2021,EX,FT,Incident Response Manager,175000,USD,175000,US,100,US,L,Technology,General Security Knowledge,CISSP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.558061743,4.597110511,14.2,No,Cloud Security,Yes,Yes
2022,SE,FT,Cyber Threat Intelligence Analyst,150000,USD,150000,US,100,US,L,Consulting,General Security Knowledge,CEH,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.479641004,4.085017796,13.17,Yes,Governance & Compliance,Yes,Yes
2022,EN,FT,Cyber Security Analyst,72000,USD,72000,US,100,US,L,Technology,"Firewall Management, Network Security, Cryptography",CISM,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,3.078570737,2.617942731,8.72,Yes,Network Security,Yes,Yes
2021,SE,FT,Cyber Threat Analyst,125000,USD,125000,US,100,US,L,Technology,General Security Knowledge,CISM,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.633815652,3.947729419,12.64,No,Risk Management,Yes,No
